id,cedulaCiudadania,nombreCompleto,email,telefono,fechaNacimiento,ciudadResidencia,ingresoMensual,tipoEmpleo,antiguedadLaboral,historialCrediticio,deudaActual,saldoCuentaAhorros,scoreCrediticio
CLT-20251210-0148,1000000147,José Ramírez Castillo,josé.ramírez148@grupoempresa.com,+57 300 000 0147,4/8/1984,Cali,19648179,Independiente,2,Regular,11395944,11251821,557
CLT-20251210-0149,1000000148,Javier Torres Vargas,javier.torres149@corp.com.co,+57 300 000 0148,5/9/1985,Medellín,19771636,Empleado,8,Bueno,5733774,11328364,749
CLT-20251210-0150,1000000149,Alejandro Ruiz Rojas,alejandro.ruiz150@servicios.com.co,+57 300 000 0149,6/10/1986,Neiva,19895093,Pensionado,13,Bueno,3979019,11404907,670
CLT-20251210-0151,1000000150,María Fernando Castillo Mendoza,maría.castillo151@banco.com.co,+57 300 000 0150,7/11/1987,Medellín,1518549,Independiente,9,Excelente,242968,11481450,778
CLT-20251210-0152,1000000151,Catalina Vargas Cárdenas,catalina.vargas152@financiera.com.co,+57 300 000 0151,8/12/1988,Bogotá,1642006,Empleado,1,Bueno,591122,11557993,675
CLT-20251210-0153,1000000152,Laura Rojas Herrera,laura.rojas153@grupoempresa.com,+57 300 000 0152,9/13/1989,Bogotá,1765463,Pensionado,0,Malo,1394716,11634536,541
CLT-20251210-0154,1000000153,Andrea Mendoza Díaz,andrea.mendoza154@corp.com.co,+57 300 000 0153,10/14/1990,Cartagena,1888920,Empleado,4,Bueno,566676,11711079,725
CLT-20251210-0155,1000000154,Paula Cárdenas Vega,paula.cárdenas155@servicios.com.co,+57 300 000 0154,11/15/1991,Bogotá,2012377,Pensionado,3,Regular,986065,11787622,598
CLT-20251210-0156,1000000155,Angela Patricia Herrera Ospina,angela.herrera156@banco.com.co,+57 300 000 0155,12/16/1992,Cartagena,2135834,Empleado,10,Bueno,726184,11864165,705
CLT-20251210-0157,1000000156,Luisa Díaz Cruz,luisa.díaz157@financiera.com.co,+57 300 000 0156,1/17/1993,Bogotá,2259291,Empleado,2,Excelente,135557,11940708,819
CLT-20251210-0158,1000000157,Sofía Vega González,sofía.vega158@grupoempresa.com,+57 300 000 0157,2/18/1994,Cali,2382748,Empleado,9,Bueno,619514,12017251,744
CLT-20251210-0159,1000000158,Valentina Ospina Rodríguez,valentina.ospina159@corp.com.co,+57 300 000 0158,3/19/1995,Cali,2506205,Empleado,4,Bueno,827048,12093794,705
CLT-20251210-0160,1000000159,Daniela Cruz Martínez,daniela.cruz160@servicios.com.co,+57 300 000 0159,4/20/1996,Medellín,2629662,Empleado,5,Bueno,736305,12170337,748
CLT-20251210-0161,1000000160,Juan Fernando González Gómez,juan.gonzález161@banco.com.co,+57 300 000 0160,5/21/1997,Bogotá,2753119,Independiente,5,Bueno,963592,12246880,708
CLT-20251210-0162,1000000161,Carlos Rodríguez López,carlos.rodríguez162@financiera.com.co,+57 300 000 0161,6/22/1998,Barranquilla,2876576,Empleado,0,Excelente,143829,12323423,840
CLT-20251210-0163,1000000162,Andrés Martínez Pérez,andrés.martínez163@grupoempresa.com,+57 300 000 0162,7/23/1999,Bogotá,3000033,Empleado,8,Excelente,240003,12399966,772
CLT-20251210-0164,1000000163,Diego Gómez Sánchez,diego.gómez164@corp.com.co,+57 300 000 0163,8/24/2000,Cali,3123490,Empleado,7,Bueno,999517,12476509,736
CLT-20251210-0165,1000000164,Santiago López Ramírez,santiago.lópez165@servicios.com.co,+57 300 000 0164,9/25/1960,Bogotá,3246947,Empleado,8,Bueno,876676,12553052,716
CLT-20251210-0166,1000000165,David Patricia Pérez Torres,david.pérez166@banco.com.co,+57 300 000 0165,10/26/1961,Bogotá,3370404,Empleado,19,Excelente,235928,12629595,758
CLT-20251210-0167,1000000166,Luis Sánchez Ruiz,luis.sánchez167@financiera.com.co,+57 300 000 0166,11/27/1962,Medellín,3493861,Empleado,2,Bueno,803588,12706138,650
CLT-20251210-0168,1000000167,José Ramírez Castillo,josé.ramírez168@grupoempresa.com,+57 300 000 0167,12/28/1963,Bogotá,3617318,Empleado,3,Regular,2134218,12782681,631
CLT-20251210-0169,1000000168,Javier Torres Vargas,javier.torres169@corp.com.co,+57 300 000 0168,1/1/1964,Cali,3740775,Empleado,13,Bueno,1234456,12859224,680
CLT-20251210-0170,1000000169,Alejandro Ruiz Rojas,alejandro.ruiz170@servicios.com.co,+57 300 000 0169,2/2/1965,Cali,3864232,Independiente,0,Bueno,772846,12935767,711
CLT-20251210-0171,1000000170,María Fernando Castillo Mendoza,maría.castillo171@banco.com.co,+57 300 000 0170,3/3/1966,Medellín,3987689,Pensionado,16,Excelente,757661,13012310,846
CLT-20251210-0172,1000000171,Catalina Vargas Cárdenas,catalina.vargas172@financiera.com.co,+57 300 000 0171,4/4/1967,Bogotá,4111146,Independiente,6,Bueno,1356678,13088853,693
CLT-20251210-0173,1000000172,Laura Rojas Herrera,laura.rojas173@grupoempresa.com,+57 300 000 0172,5/5/1968,Medellín,4234603,Independiente,1,Bueno,1100997,13165396,746
CLT-20251210-0174,1000000173,Andrea Mendoza Díaz,andrea.mendoza174@corp.com.co,+57 300 000 0173,6/6/1969,Bogotá,4358060,Empleado,24,Excelente,261484,13241939,804
CLT-20251210-0175,1000000174,Paula Cárdenas Vega,paula.cárdenas175@servicios.com.co,+57 300 000 0174,7/7/1970,Montería,4481517,Empleado,26,Bueno,1478901,13318482,719
CLT-20251210-0176,1000000175,Angela Patricia Herrera Ospina,angela.herrera176@banco.com.co,+57 300 000 0175,8/8/1971,Bogotá,4604974,Empleado,19,Malo,3085333,13395025,429
CLT-20251210-0177,1000000176,Luisa Díaz Cruz,luisa.díaz177@financiera.com.co,+57 300 000 0176,9/9/1972,Bogotá,4728431,Independiente,2,Bueno,1654951,13471568,718
CLT-20251210-0178,1000000177,Sofía Vega González,sofía.vega178@grupoempresa.com,+57 300 000 0177,10/10/1973,Barranquilla,4851888,Empleado,20,Regular,2280387,13548111,577
CLT-20251210-0179,1000000178,Valentina Ospina Rodríguez,valentina.ospina179@corp.com.co,+57 300 000 0178,11/11/1974,Bogotá,4975345,Empleado,18,Bueno,1094576,13624654,679
CLT-20251210-0180,1000000179,Daniela Cruz Martínez,daniela.cruz180@servicios.com.co,+57 300 000 0179,12/12/1975,Cali,5098802,Empleado,20,Bueno,1376677,13701197,727
CLT-20251210-0181,1000000180,Juan Fernando González Gómez,juan.gonzález181@banco.com.co,+57 300 000 0180,1/13/1976,Cali,5222259,Empleado,14,Regular,2872242,13777740,598
CLT-20251210-0182,1000000181,Carlos Rodríguez López,carlos.rodríguez182@financiera.com.co,+57 300 000 0181,2/14/1977,Medellín,5345716,Empleado,15,Bueno,1282972,13854283,717
CLT-20251210-0183,1000000182,Andrés Martínez Pérez,andrés.martínez183@grupoempresa.com,+57 300 000 0182,3/15/1978,Cartagena,5469173,Empleado,19,Regular,3172120,13930826,639
CLT-20251210-0184,1000000183,Diego Gómez Sánchez,diego.gómez184@corp.com.co,+57 300 000 0183,4/16/1979,Bogotá,5592630,Empleado,26,Bueno,1957420,14007369,721
CLT-20251210-0185,1000000184,Santiago López Ramírez,santiago.lópez185@servicios.com.co,+57 300 000 0184,5/17/1980,Medellín,5716087,Pensionado,10,Regular,3086687,14083912,597
CLT-20251210-0186,1000000185,David Patricia Pérez Torres,david.pérez186@banco.com.co,+57 300 000 0185,6/18/1981,Santa Marta,5839544,Empleado,0,Regular,3211749,14160455,599
CLT-20251210-0187,1000000186,Luis Sánchez Ruiz,luis.sánchez187@financiera.com.co,+57 300 000 0186,7/19/1982,Bogotá,5963001,Empleado,20,Malo,3995211,14236998,514
CLT-20251210-0188,1000000187,José Ramírez Castillo,josé.ramírez188@grupoempresa.com,+57 300 000 0187,8/20/1983,Bogotá,6086458,Empleado,6,Excelente,1095562,14313541,764
CLT-20251210-0189,1000000188,Javier Torres Vargas,javier.torres189@corp.com.co,+57 300 000 0188,9/21/1984,Cali,6209915,Empleado,0,Bueno,1366181,14390084,687
CLT-20251210-0190,1000000189,Alejandro Ruiz Rojas,alejandro.ruiz190@servicios.com.co,+57 300 000 0189,10/22/1985,Bogotá,6333372,Empleado,5,Malo,4053358,14466627,426
CLT-20251210-0191,1000000190,María Fernando Castillo Mendoza,maría.castillo191@banco.com.co,+57 300 000 0190,11/23/1986,Bogotá,6456829,Empleado,15,Bueno,2001617,14543170,703
CLT-20251210-0192,1000000191,Catalina Vargas Cárdenas,catalina.vargas192@financiera.com.co,+57 300 000 0191,12/24/1987,Medellín,6580286,Empleado,12,Regular,3092734,14619713,602
CLT-20251210-0193,1000000192,Laura Rojas Herrera,laura.rojas193@grupoempresa.com,+57 300 000 0192,1/25/1988,Cartagena,6703743,Empleado,17,Malo,4759658,14696256,377
CLT-20251210-0194,1000000193,Andrea Mendoza Díaz,andrea.mendoza194@corp.com.co,+57 300 000 0193,2/26/1989,Bogotá,6827200,Empleado,15,Malo,5461760,14772799,534
CLT-20251210-0195,1000000194,Paula Cárdenas Vega,paula.cárdenas195@servicios.com.co,+57 300 000 0194,3/27/1990,Pereira,6950657,Empleado,14,Regular,2780263,14849342,635
CLT-20251210-0196,1000000195,Angela Patricia Herrera Ospina,angela.herrera196@banco.com.co,+57 300 000 0195,4/28/1991,Medellín,7074114,Empleado,0,Regular,3183351,14925885,600
CLT-20251210-0197,1000000196,Luisa Díaz Cruz,luisa.díaz197@financiera.com.co,+57 300 000 0196,5/1/1992,Bogotá,7197571,Empleado,10,Regular,3742737,15002428,604
CLT-20251210-0198,1000000197,Sofía Vega González,sofía.vega198@grupoempresa.com,+57 300 000 0197,6/2/1993,Pereira,7321028,Empleado,4,Regular,3074832,15078971,626
CLT-20251210-0199,1000000198,Valentina Ospina Rodríguez,valentina.ospina199@corp.com.co,+57 300 000 0198,7/3/1994,Bogotá,7444485,Empleado,12,Regular,3424463,15155514,616
CLT-20251210-0200,1000000199,Daniela Cruz Martínez,daniela.cruz200@servicios.com.co,+57 300 000 0199,8/4/1995,Bogotá,7567942,Empleado,1,Regular,3935330,15232057,556
CLT-20251210-0201,1000000200,Juan Fernando González Gómez,juan.gonzález201@banco.com.co,+57 300 000 0200,9/5/1996,Cali,7691399,Empleado,0,Bueno,2384334,15308600,668
CLT-20251210-0202,1000000201,Carlos Rodríguez López,carlos.rodríguez202@financiera.com.co,+57 300 000 0201,10/6/1997,Pereira,7814856,Empleado,6,Malo,5704845,15385143,319
CLT-20251210-0203,1000000202,Andrés Martínez Pérez,andrés.martínez203@grupoempresa.com,+57 300 000 0202,11/7/1998,Barranquilla,7938313,Empleado,6,Bueno,1667046,15461686,731
CLT-20251210-0204,1000000203,Diego Gómez Sánchez,diego.gómez204@corp.com.co,+57 300 000 0203,12/8/1999,Barranquilla,8061770,Empleado,1,Bueno,1773589,15538229,740
CLT-20251210-0205,1000000204,Santiago López Ramírez,santiago.lópez205@servicios.com.co,+57 300 000 0204,1/9/2000,Cali,8185227,Independiente,0,Excelente,163705,15614772,808
CLT-20251210-0206,1000000205,David Patricia Pérez Torres,david.pérez206@banco.com.co,+57 300 000 0205,2/10/1960,Santa Marta,8308684,Empleado,20,Regular,3988168,15691315,595
CLT-20251210-0207,1000000206,Luis Sánchez Ruiz,luis.sánchez207@financiera.com.co,+57 300 000 0206,3/11/1961,Cali,8432141,Independiente,9,Bueno,2445321,15767858,667
CLT-20251210-0208,1000000207,José Ramírez Castillo,josé.ramírez208@grupoempresa.com,+57 300 000 0207,4/12/1962,Pereira,8555598,Empleado,14,Bueno,2395567,15844401,662
CLT-20251210-0209,1000000208,Javier Torres Vargas,javier.torres209@corp.com.co,+57 300 000 0208,5/13/1963,Medellín,8679055,Empleado,17,Bueno,2603716,15920944,667
CLT-20251210-0210,1000000209,Alejandro Ruiz Rojas,alejandro.ruiz210@servicios.com.co,+57 300 000 0209,6/14/1964,Medellín,8802512,Independiente,25,Regular,3521005,15997487,625
CLT-20251210-0211,1000000210,María Fernando Castillo Mendoza,maría.castillo211@banco.com.co,+57 300 000 0210,7/15/1965,Cali,8925969,Empleado,12,Excelente,1606674,16074030,791
CLT-20251210-0212,1000000211,Catalina Vargas Cárdenas,catalina.vargas212@financiera.com.co,+57 300 000 0211,8/16/1966,Bogotá,9049426,Empleado,14,Bueno,2986311,16150573,747
CLT-20251210-0213,1000000212,Laura Rojas Herrera,laura.rojas213@grupoempresa.com,+57 300 000 0212,9/17/1967,Cali,9172883,Empleado,21,Regular,5136814,16227116,601
CLT-20251210-0214,1000000213,Andrea Mendoza Díaz,andrea.mendoza214@corp.com.co,+57 300 000 0213,10/18/1968,Pereira,9296340,Empleado,14,Regular,4927060,16303659,556
CLT-20251210-0215,1000000214,Paula Cárdenas Vega,paula.cárdenas215@servicios.com.co,+57 300 000 0214,11/19/1969,Barranquilla,9419797,Empleado,25,Malo,6688056,16380202,491
CLT-20251210-0216,1000000215,Angela Patricia Herrera Ospina,angela.herrera216@banco.com.co,+57 300 000 0215,12/20/1970,Bogotá,9543254,Empleado,13,Excelente,1431488,16456745,845
CLT-20251210-0217,1000000216,Luisa Díaz Cruz,luisa.díaz217@financiera.com.co,+57 300 000 0216,1/21/1971,Bogotá,9666711,Independiente,23,Regular,4736688,16533288,557
CLT-20251210-0218,1000000217,Sofía Vega González,sofía.vega218@grupoempresa.com,+57 300 000 0217,2/22/1972,Bogotá,9790168,Empleado,25,Excelente,685312,16609831,767
CLT-20251210-0219,1000000218,Valentina Ospina Rodríguez,valentina.ospina219@corp.com.co,+57 300 000 0218,3/23/1973,Cartagena,9913625,Empleado,12,Regular,4659404,16686374,552
CLT-20251210-0220,1000000219,Daniela Cruz Martínez,daniela.cruz220@servicios.com.co,+57 300 000 0219,4/24/1974,Sincelejo,10037082,Independiente,27,Excelente,501854,16762917,813
CLT-20251210-0221,1000000220,Juan Fernando González Gómez,juan.gonzález221@banco.com.co,+57 300 000 0220,5/25/1975,Bogotá,10160539,Empleado,13,Bueno,3657794,16839460,695
CLT-20251210-0222,1000000221,Carlos Rodríguez López,carlos.rodríguez222@financiera.com.co,+57 300 000 0221,6/26/1976,Bogotá,10283996,Empleado,28,Regular,5759038,16916003,623
CLT-20251210-0223,1000000222,Andrés Martínez Pérez,andrés.martínez223@grupoempresa.com,+57 300 000 0222,7/27/1977,Bogotá,10407453,Independiente,24,Regular,4162981,16992546,639
CLT-20251210-0224,1000000223,Diego Gómez Sánchez,diego.gómez224@corp.com.co,+57 300 000 0223,8/28/1978,Bogotá,10530910,Empleado,17,Excelente,1790255,17069089,754
CLT-20251210-0225,1000000224,Santiago López Ramírez,santiago.lópez225@servicios.com.co,+57 300 000 0224,9/1/1979,Bucaramanga,10654367,Empleado,19,Excelente,745806,17145632,755
CLT-20251210-0226,1000000225,David Patricia Pérez Torres,david.pérez226@banco.com.co,+57 300 000 0225,10/2/1980,Bogotá,10777824,Empleado,25,Bueno,4203351,17222175,690
CLT-20251210-0227,1000000226,Luis Sánchez Ruiz,luis.sánchez227@financiera.com.co,+57 300 000 0226,11/3/1981,Bogotá,10901281,Independiente,25,Excelente,1417167,17298718,819
CLT-20251210-0228,1000000227,José Ramírez Castillo,josé.ramírez228@grupoempresa.com,+57 300 000 0227,12/4/1982,Bogotá,11024738,Empleado,0,Bueno,2976679,17375261,690
CLT-20251210-0229,1000000228,Javier Torres Vargas,javier.torres229@corp.com.co,+57 300 000 0228,1/5/1983,Bogotá,11148195,Empleado,20,Bueno,3010013,17451804,665
CLT-20251210-0230,1000000229,Alejandro Ruiz Rojas,alejandro.ruiz230@servicios.com.co,+57 300 000 0229,2/6/1984,Medellín,11271652,Independiente,20,Regular,6086692,17528347,599
CLT-20251210-0231,1000000230,María Fernando Castillo Mendoza,maría.castillo231@banco.com.co,+57 300 000 0230,3/7/1985,Cali,11395109,Independiente,4,Regular,5697554,17604890,639
CLT-20251210-0232,1000000231,Catalina Vargas Cárdenas,catalina.vargas232@financiera.com.co,+57 300 000 0231,4/8/1986,Bogotá,11518566,Empleado,7,Bueno,2879642,17681433,667
CLT-20251210-0233,1000000232,Laura Rojas Herrera,laura.rojas233@grupoempresa.com,+57 300 000 0232,5/9/1987,Medellín,11642023,Empleado,19,Malo,8498677,17757976,450
CLT-20251210-0234,1000000233,Andrea Mendoza Díaz,andrea.mendoza234@corp.com.co,+57 300 000 0233,6/10/1988,Cali,11765480,Empleado,10,Regular,6471014,17834519,606
CLT-20251210-0235,1000000234,Paula Cárdenas Vega,paula.cárdenas235@servicios.com.co,+57 300 000 0234,7/11/1989,Bogotá,11888937,Empleado,8,Excelente,1188894,17911062,770
CLT-20251210-0236,1000000235,Angela Patricia Herrera Ospina,angela.herrera236@banco.com.co,+57 300 000 0235,8/12/1990,Medellín,12012394,Empleado,11,Excelente,2042107,17987605,765
CLT-20251210-0237,1000000236,Luisa Díaz Cruz,luisa.díaz237@financiera.com.co,+57 300 000 0236,9/13/1991,Medellín,12135851,Independiente,7,Bueno,2791246,18064148,732
CLT-20251210-0238,1000000237,Sofía Vega González,sofía.vega238@grupoempresa.com,+57 300 000 0237,10/14/1992,Cartagena,12259308,Empleado,11,Bueno,3677792,18140691,654
CLT-20251210-0239,1000000238,Valentina Ospina Rodríguez,valentina.ospina239@corp.com.co,+57 300 000 0238,11/15/1993,Cartagena,12382765,Empleado,7,Bueno,2848036,18217234,662
CLT-20251210-0240,1000000239,Daniela Cruz Martínez,daniela.cruz240@servicios.com.co,+57 300 000 0239,12/16/1994,Cali,12506222,Independiente,12,Excelente,125062,18293777,785
CLT-20251210-0241,1000000240,Juan Fernando González Gómez,juan.gonzález241@banco.com.co,+57 300 000 0240,1/17/1995,Cartagena,12629679,Empleado,9,Regular,7451511,18370320,632
CLT-20251210-0242,1000000241,Carlos Rodríguez López,carlos.rodríguez242@financiera.com.co,+57 300 000 0241,2/18/1996,Bogotá,12753136,Empleado,10,Malo,8162007,18446863,422
CLT-20251210-0243,1000000242,Andrés Martínez Pérez,andrés.martínez243@grupoempresa.com,+57 300 000 0242,3/19/1997,Cartagena,12876593,Independiente,10,Excelente,386298,18523406,760
CLT-20251210-0244,1000000243,Diego Gómez Sánchez,diego.gómez244@corp.com.co,+57 300 000 0243,4/20/1998,Bogotá,13000050,Empleado,6,Bueno,3510014,18599949,651
CLT-20251210-0245,1000000244,Santiago López Ramírez,santiago.lópez245@servicios.com.co,+57 300 000 0244,5/21/1999,Cali,13123507,Pensionado,4,Regular,7217929,18676492,576
CLT-20251210-0246,1000000245,David Patricia Pérez Torres,david.pérez246@banco.com.co,+57 300 000 0245,6/22/2000,Bogotá,13246964,Empleado,5,Bueno,3576680,18753035,662
CLT-20251210-0247,1000000246,Luis Sánchez Ruiz,luis.sánchez247@financiera.com.co,+57 300 000 0246,7/23/1960,Bogotá,13370421,Empleado,10,Bueno,2674084,18829578,707
CLT-20251210-0248,1000000247,José Ramírez Castillo,josé.ramírez248@grupoempresa.com,+57 300 000 0247,8/24/1961,Cali,13493878,Independiente,21,Bueno,3913225,18906121,699
CLT-20251210-0249,1000000248,Javier Torres Vargas,javier.torres249@corp.com.co,+57 300 000 0248,9/25/1962,Pereira,13617335,Empleado,29,Excelente,2587294,18982664,821
CLT-20251210-0250,1000000249,Alejandro Ruiz Rojas,alejandro.ruiz250@servicios.com.co,+57 300 000 0249,10/26/1963,Bogotá,13740792,Pensionado,19,Excelente,1236671,19059207,850
CLT-20251210-0251,1000000250,María Fernando Castillo Mendoza,maría.castillo251@banco.com.co,+57 300 000 0250,11/27/1964,Medellín,13864249,Pensionado,22,Regular,6100270,19135750,604
CLT-20251210-0252,1000000251,Catalina Vargas Cárdenas,catalina.vargas252@financiera.com.co,+57 300 000 0251,12/28/1965,Bogotá,13987706,Pensionado,1,Bueno,4755820,19212293,726
CLT-20251210-0253,1000000252,Laura Rojas Herrera,laura.rojas253@grupoempresa.com,+57 300 000 0252,1/1/1966,Cali,14111163,Pensionado,7,Bueno,4233349,19288836,747
CLT-20251210-0254,1000000253,Andrea Mendoza Díaz,andrea.mendoza254@corp.com.co,+57 300 000 0253,2/2/1967,Cartagena,14234620,Empleado,16,Bueno,5124463,19365379,669
CLT-20251210-0255,1000000254,Paula Cárdenas Vega,paula.cárdenas255@servicios.com.co,+57 300 000 0254,3/3/1968,Bogotá,14358077,Empleado,15,Regular,6030392,19441922,606
CLT-20251210-0256,1000000255,Angela Patricia Herrera Ospina,angela.herrera256@banco.com.co,+57 300 000 0255,4/4/1969,Medellín,14481534,Empleado,24,Bueno,3330753,19518465,666
CLT-20251210-0257,1000000256,Luisa Díaz Cruz,luisa.díaz257@financiera.com.co,+57 300 000 0256,5/5/1970,Bogotá,14604991,Empleado,6,Bueno,4673597,19595008,730
CLT-20251210-0258,1000000257,Sofía Vega González,sofía.vega258@grupoempresa.com,+57 300 000 0257,6/6/1971,Medellín,14728448,Independiente,10,Regular,8247931,19671551,569
CLT-20251210-0259,1000000258,Valentina Ospina Rodríguez,valentina.ospina259@corp.com.co,+57 300 000 0258,7/7/1972,Bogotá,14851905,Empleado,14,Excelente,1485190,19748094,779
CLT-20251210-0260,1000000259,Daniela Cruz Martínez,daniela.cruz260@servicios.com.co,+57 300 000 0259,8/8/1973,Montería,14975362,Empleado,14,Malo,9883739,19824637,356
CLT-20251210-0261,1000000260,Juan Fernando González Gómez,juan.gonzález261@banco.com.co,+57 300 000 0260,9/9/1974,Bogotá,15098819,Empleado,6,Bueno,4227669,19901180,746
CLT-20251210-0262,1000000261,Carlos Rodríguez López,carlos.rodríguez262@financiera.com.co,+57 300 000 0261,10/10/1975,Sincelejo,15222276,Pensionado,5,Regular,8372252,19977723,574
CLT-20251210-0263,1000000262,Andrés Martínez Pérez,andrés.martínez263@grupoempresa.com,+57 300 000 0262,11/11/1976,Medellín,15345733,Empleado,11,Bueno,4450263,20054266,665
CLT-20251210-0264,1000000263,Diego Gómez Sánchez,diego.gómez264@corp.com.co,+57 300 000 0263,12/12/1977,Medellín,15469190,Empleado,26,Regular,6497060,20130809,569
CLT-20251210-0265,1000000264,Santiago López Ramírez,santiago.lópez265@servicios.com.co,+57 300 000 0264,1/13/1978,Sincelejo,15592647,Independiente,12,Excelente,2027044,20207352,801
CLT-20251210-0266,1000000265,David Patricia Pérez Torres,david.pérez266@banco.com.co,+57 300 000 0265,2/14/1979,Medellín,15716104,Empleado,22,Bueno,3143221,20283895,687
CLT-20251210-0267,1000000266,Luis Sánchez Ruiz,luis.sánchez267@financiera.com.co,+57 300 000 0266,3/15/1980,Sincelejo,15839561,Empleado,19,Bueno,5543846,20360438,749
CLT-20251210-0268,1000000267,José Ramírez Castillo,josé.ramírez268@grupoempresa.com,+57 300 000 0267,4/16/1981,Medellín,15963018,Empleado,12,Regular,8300769,20436981,607
CLT-20251210-0269,1000000268,Javier Torres Vargas,javier.torres269@corp.com.co,+57 300 000 0268,5/17/1982,Cartagena,16086475,Independiente,16,Excelente,2252106,20513524,822
CLT-20251210-0270,1000000269,Alejandro Ruiz Rojas,alejandro.ruiz270@servicios.com.co,+57 300 000 0269,6/18/1983,Bogotá,16209932,Pensionado,15,Excelente,1620993,20590067,775
CLT-20251210-0271,1000000270,María Fernando Castillo Mendoza,maría.castillo271@banco.com.co,+57 300 000 0270,7/19/1984,Cali,16333389,Empleado,8,Malo,11923374,20666610,448
CLT-20251210-0272,1000000271,Catalina Vargas Cárdenas,catalina.vargas272@financiera.com.co,+57 300 000 0271,8/20/1985,Medellín,16456846,Independiente,1,Bueno,6253601,20743153,718
CLT-20251210-0273,1000000272,Laura Rojas Herrera,laura.rojas273@grupoempresa.com,+57 300 000 0272,9/21/1986,Bogotá,16580303,Independiente,1,Bueno,3647667,20819696,731
CLT-20251210-0274,1000000273,Andrea Mendoza Díaz,andrea.mendoza274@corp.com.co,+57 300 000 0273,10/22/1987,Medellín,16703760,Independiente,19,Excelente,1670376,20896239,826
CLT-20251210-0275,1000000274,Paula Cárdenas Vega,paula.cárdenas275@servicios.com.co,+57 300 000 0274,11/23/1988,Bogotá,16827217,Independiente,10,Excelente,168272,20972782,795
CLT-20251210-0276,1000000275,Angela Patricia Herrera Ospina,angela.herrera276@banco.com.co,+57 300 000 0275,12/24/1989,Neiva,16950674,Empleado,15,Malo,11695965,21049325,420
CLT-20251210-0277,1000000276,Luisa Díaz Cruz,luisa.díaz277@financiera.com.co,+57 300 000 0276,1/25/1990,Cali,17074131,Empleado,8,Regular,8024842,21125868,624
CLT-20251210-0278,1000000277,Sofía Vega González,sofía.vega278@grupoempresa.com,+57 300 000 0277,2/26/1991,Bogotá,17197588,Pensionado,16,Regular,9802625,21202411,618
CLT-20251210-0279,1000000278,Valentina Ospina Rodríguez,valentina.ospina279@corp.com.co,+57 300 000 0278,3/27/1992,Bogotá,17321045,Empleado,8,Regular,9180154,21278954,551
CLT-20251210-0280,1000000279,Daniela Cruz Martínez,daniela.cruz280@servicios.com.co,+57 300 000 0279,4/28/1993,Bogotá,17444502,Empleado,8,Regular,6977801,21355497,601
CLT-20251210-0281,1000000280,Juan Fernando González Gómez,juan.gonzález281@banco.com.co,+57 300 000 0280,5/1/1994,Medellín,17567959,Empleado,10,Bueno,5797426,21432040,656
CLT-20251210-0282,1000000281,Carlos Rodríguez López,carlos.rodríguez282@financiera.com.co,+57 300 000 0281,6/2/1995,Cali,17691416,Independiente,2,Malo,13091648,21508583,505
CLT-20251210-0283,1000000282,Andrés Martínez Pérez,andrés.martínez283@grupoempresa.com,+57 300 000 0282,7/3/1996,Bogotá,17814873,Empleado,5,Regular,7838544,21585126,607
CLT-20251210-0284,1000000283,Diego Gómez Sánchez,diego.gómez284@corp.com.co,+57 300 000 0283,8/4/1997,Cali,17938330,Empleado,3,Regular,8610398,21661669,614
CLT-20251210-0285,1000000284,Santiago López Ramírez,santiago.lópez285@servicios.com.co,+57 300 000 0284,9/5/1998,Barranquilla,18061787,Empleado,7,Bueno,5960390,21738212,725
CLT-20251210-0286,1000000285,David Patricia Pérez Torres,david.pérez286@banco.com.co,+57 300 000 0285,10/6/1999,Bogotá,18185244,Empleado,3,Excelente,1636672,21814755,837
CLT-20251210-0287,1000000286,Luis Sánchez Ruiz,luis.sánchez287@financiera.com.co,+57 300 000 0286,11/7/2000,Bogotá,18308701,Empleado,7,Malo,13548439,21891298,357
CLT-20251210-0288,1000000287,José Ramírez Castillo,josé.ramírez288@grupoempresa.com,+57 300 000 0287,12/8/1960,Cartagena,18432158,Empleado,0,Bueno,6635577,21967841,725
CLT-20251210-0289,1000000288,Javier Torres Vargas,javier.torres289@corp.com.co,+57 300 000 0288,1/9/1961,Bogotá,18555615,Empleado,2,Bueno,5937797,22044384,698
CLT-20251210-0290,1000000289,Alejandro Ruiz Rojas,alejandro.ruiz290@servicios.com.co,+57 300 000 0289,2/10/1962,Bogotá,18679072,Empleado,24,Excelente,1867907,22120927,808
CLT-20251210-0291,1000000290,María Fernando Castillo Mendoza,maría.castillo291@banco.com.co,+57 300 000 0290,3/11/1963,Cartagena,18802529,Empleado,25,Excelente,1504202,22197470,760
CLT-20251210-0292,1000000291,Catalina Vargas Cárdenas,catalina.vargas292@financiera.com.co,+57 300 000 0291,4/12/1964,Medellín,18925986,Independiente,1,Bueno,4163717,22274013,690
CLT-20251210-0293,1000000292,Laura Rojas Herrera,laura.rojas293@grupoempresa.com,+57 300 000 0292,5/13/1965,Cali,19049443,Empleado,4,Regular,7619777,22350556,602
CLT-20251210-0294,1000000293,Andrea Mendoza Díaz,andrea.mendoza294@corp.com.co,+57 300 000 0293,6/14/1966,Cali,19172900,Independiente,22,Bueno,4409767,22427099,717
CLT-20251210-0295,1000000294,Paula Cárdenas Vega,paula.cárdenas295@servicios.com.co,+57 300 000 0294,7/15/1967,Cartagena,19296357,Empleado,2,Regular,7911506,22503642,584
